"","scholar","author","year","keywd"
"1","title|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt","authors","year","keywd"
"12","Metformin in patients with type 2 diabetes and kidney disease: a systematic review|http://jama.jamanetwork.com/article.aspx?articleID=2084896|2014|28|6|2866831110729538689|None|http://scholar.google.com/scholar?cites=2866831110729538689&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=2866831110729538689&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Review from JAMA — Metformin in Patients With Type 2 Diabetesand Kidney Disease — A Systematic Review.","Silvio José Gumière","2014","none"
"13","Erlotinib versus docetaxel as second-line treatment of patients with advanced non-small-cell lung cancer and wild-type EGFR tumours (TAILOR): a randomised  …|http://www.sciencedirect.com/science/article/pii/S1470204513703103|2013|196|7|13293909244274556870|None|http://scholar.google.com/scholar?cites=13293909244274556870&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=13293909244274556870&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Background Erlotinib is registered for treatment of all patients with advanced non-small-cell lung cancer (NSCLC). However, its efficacy for treatment of patients whose tumours are EGFR wild-type—which includes most patients—is still contentious. We assessed the  ...","Silvio José Gumière","2014","none"
"14","A genome-wide RNAi screen reveals a Trio-regulated Rho GTPase circuitry transducing mitogenic signals initiated by G protein-coupled receptors|http://www.sciencedirect.com/science/article/pii/S1097276512008957|2013|34|9|2952502593299100930|None|http://scholar.google.com/scholar?cites=2952502593299100930&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=2952502593299100930&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Activating mutations in GNAQ and GNA11, encoding members of the Gαq family of G protein α subunits, are the driver oncogenes in uveal melanoma, and mutations in Gq-linked G protein-coupled receptors have been identified recently in numerous human malignancies ...","Silvio José Gumière","2014","none"
"15","How to increase value and reduce waste when research priorities are set|http://www.sciencedirect.com/science/article/pii/S0140673613622291|2014|130|12|51076586103251902|None|http://scholar.google.com/scholar?cites=51076586103251902&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=51076586103251902&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Summary The increase in annual global investment in biomedical research—reaching US $240 billion in 2010—has resulted in important health dividends for patients and the public. However, much research does not lead to worthwhile achievements, partly because some  ...","Silvio José Gumière","2014","none"
"16","Management of hyperglycaemia in type 2 diabetes, 2015: a patient-centred approach. Update to a Position Statement of the American Diabetes Association and the  …|http://link.springer.com/article/10.1007/s00125-014-3460-0|2015|26|5|17210640560840518450|None|http://scholar.google.com/scholar?cites=17210640560840518450&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=17210640560840518450&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|DOI 10.1007/s00125-014-3460-0 management of hyperglycaemia in patients with type 2 diabetes [1, 2]. This was needed because of an increasing array of anti-hyperglycaemic drugs and growing uncertainty regarding their proper selection and sequence. Because of  ...","Silvio José Gumière","2014","none"
"17","Amplification of the MET receptor drives resistance to anti-EGFR therapies in colorectal cancer|http://cancerdiscovery.aacrjournals.org/content/3/6/658.short|2013|137|7|9592409626667436427|None|http://scholar.google.com/scholar?cites=9592409626667436427&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=9592409626667436427&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract EGF receptor (EGFR)-targeted monoclonal antibodies are effective in a subset of metastatic colorectal cancers. Inevitably, all patients develop resistance, which occurs through emergence of KRAS mutations in approximately 50% of the cases. We show that  ...","Silvio José Gumière","2014","none"
"18","The p27–Skp2 axis mediates glucocorticoid-induced cell cycle arrest in T-lymphoma cells|http://www.tandfonline.com/doi/abs/10.4161/cc.25622|2013|12|8|5028742838747498305|None|http://scholar.google.com/scholar?cites=5028742838747498305&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=5028742838747498305&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Glucocorticoid therapy is an important treatment modality of hematological malignancies, especially T-cell acute lymphoblastic leukemia (T-ALL). Glucocorticoids are known to induce a cell cycle arrest and apoptosis in T-lymphoma cells. We could demonstrate that the cell  ...","Silvio José Gumière","2014","none"
"19","Combination therapy with infliximab and azathioprine is superior to monotherapy with either agent in ulcerative colitis|http://www.sciencedirect.com/science/article/pii/S0016508513015266|2014|134|17|5458368964826859013|None|http://scholar.google.com/scholar?cites=5458368964826859013&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=5458368964826859013&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Methods This randomized, double-blind trial evaluated the efficacy and safety of 16 weeks of treatment with infliximab monotherapy, azathioprine monotherapy, or the 2 drugs combined in tumor necrosis factor-α antagonist-naive adults with moderate to severe UC. Patients  ...","Silvio José Gumière","2014","none"
"20","EXERGY ANALYSIS OF HUMAN BODY AND LIFESPAN: A FIRST APPROACH|http://www.abcm.org.br/app/webroot/anais/cobem/2013/_PDF/188.pdf|2013|1|2|1384994582031974789|http://www.abcm.org.br/app/webroot/anais/cobem/2013/_PDF/188.pdf|http://scholar.google.com/scholar?cites=1384994582031974789&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=1384994582031974789&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract. Exergy analysis is applied to assess the quality of the energy conversion processes that take place in the human body, aiming at developing indicators of health, performance and thermal comfort based on the concepts of exergy destroyed rate and  ...","Silvio José Gumière","2014","none"
"21","Composition of isolated synaptic boutons reveals the amounts of vesicle trafficking proteins|http://www.sciencemag.org/content/344/6187/1023.short|2014|60|12|15595129863532135101|None|http://scholar.google.com/scholar?cites=15595129863532135101&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=15595129863532135101&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract Synaptic vesicle recycling has long served as a model for the general mechanisms of cellular trafficking. We used an integrative approach, combining quantitative immunoblotting and mass spectrometry to determine protein numbers; electron  ...","Silvio José Gumière","2014","none"
