"","scholar","author","year","keywd"
"1","title|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt","authors","year","keywd"
"12","Dysregulated ADAM10-Mediated Processing of APP during a Critical Time Window Leads to Synaptic Deficits in Fragile X Syndrome|http://www.sciencedirect.com/science/article/pii/S0896627315005954|2015|1|0|11002026186356057072|None|http://scholar.google.com/scholar?cites=11002026186356057072&as_sdt=2005&sciodt=1,5&hl=en|None|None|Summary The Fragile X mental retardation protein (FMRP) regulates neuronal RNA metabolism, and its absence or mutations leads to the Fragile X syndrome (FXS). The β-amyloid precursor protein (APP) is involved in Alzheimer's disease, plays a role in  ...","Sébastien Boisvert","2014","none"
"13","Documenting climate models and their simulations|http://journals.ametsoc.org/doi/abs/10.1175/BAMS-D-11-00035.1|2013|8|17|7635037548053960166|None|http://scholar.google.com/scholar?cites=7635037548053960166&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=7635037548053960166&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|The results of climate models are of increasing and widespread importance. No longer is climate model output of sole interest to climate scientists and researchers in the climate change impacts and adaptation fields. Now nonspecialists such as government officials,  ...","Sébastien Boisvert","2014","none"
"14","Serial femtosecond crystallography of G protein–coupled receptors|http://www.sciencemag.org/content/342/6165/1521.short|2013|108|18|4579828507077048979|None|http://scholar.google.com/scholar?cites=4579828507077048979&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=4579828507077048979&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract X-ray crystallography of G protein–coupled receptors and other membrane proteins is hampered by difficulties associated with growing sufficiently large crystals that withstand radiation damage and yield high-resolution data at synchrotron sources. We used an x-ray  ...","Sébastien Boisvert","2014","none"
"15","Amyloid β Protein and Alzheimer's Disease: When Computer Simulations Complement Experimental Studies|http://pubs.acs.org/doi/abs/10.1021/cr500638n|2015|10|4|4954164907897574180|None|http://scholar.google.com/scholar?cites=4954164907897574180&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=4954164907897574180&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|... Biography. Sébastien Côté is currently a Ph.D. student under the supervision of ProfessorNormand Mousseau in the Department of Physics at the Université de Montréal in Montréal,Canada. He received his Honours B.Sc. in physics at McGill University, Montréal, in 2009. ...","Sébastien Boisvert","2014","none"
"16","Natively inhibited Trypanosoma brucei cathepsin B structure determined by using an X-ray laser|http://www.sciencemag.org/content/339/6116/227.short|2013|195|20|10626150827832425508|None|http://scholar.google.com/scholar?cites=10626150827832425508&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=10626150827832425508&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract The Trypanosoma brucei cysteine protease cathepsin B (TbCatB), which is involved in host protein degradation, is a promising target to develop new treatments against sleeping sickness, a fatal disease caused by this protozoan parasite. The structure of the  ...","Sébastien Boisvert","2014","none"
"17","TRIM Protein Family and Viral Restriction|http://link.springer.com/content/pdf/10.1007/978-1-4614-9610-6_383-1.pdf|2015|0|0|None|http://link.springer.com/content/pdf/10.1007/978-1-4614-9610-6_383-1.pdf|None|None|None|Tripartite motif (TRIM) proteins constitute a vast family of proteins characterized by a common motif, known as RBCC, as it is composed, from N-to C-terminal, by a RING (R) domain, one or two zinc finger domains, known as B-boxes (B) and a coiled coil (CC).  ...","Sébastien Boisvert","2014","none"
"18","Structure of the toxic core of [agr]-synuclein from invisible crystals|http://www.nature.com/nature/journal/vaop/ncurrent/full/nature15368.html|2015|0|0|None|None|None|None|None|The protein α-synuclein is the main component of Lewy bodies, the neuron-associated aggregates seen in Parkinson disease and other neurodegenerative pathologies. An 11-residue segment, which we term NACore, appears to be responsible for amyloid formation  ...","Sébastien Boisvert","2014","none"
"19","Simultaneous femtosecond X-ray spectroscopy and diffraction of photosystem II at room temperature|http://www.sciencemag.org/content/340/6131/491.short|2013|149|16|2563420913799209429|None|http://scholar.google.com/scholar?cites=2563420913799209429&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=2563420913799209429&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract Intense femtosecond x-ray pulses produced at the Linac Coherent Light Source (LCLS) were used for simultaneous x-ray diffraction (XRD) and x-ray emission spectroscopy (XES) of microcrystals of photosystem II (PS II) at room temperature. This method probes  ...","Sébastien Boisvert","2014","none"
"20","iRhoms 1 and 2 are essential upstream regulators of ADAM17-dependent EGFR signaling|http://www.pnas.org/content/112/19/6080.short|2015|2|4|9480629847219799094|None|http://scholar.google.com/scholar?cites=9480629847219799094&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=9480629847219799094&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract The metalloproteinase ADAM17 (a disintegrin and metalloprotease 17) controls EGF receptor (EGFR) signaling by liberating EGFR ligands from their membrane anchor. Consequently, a patient lacking ADAM17 has skin and intestinal barrier defects that are  ...","Sébastien Boisvert","2014","none"
"21","A functional approach reveals community responses to disturbances|http://www.sciencedirect.com/science/article/pii/S0169534712002650|2013|121|9|4842571246268705139|None|http://scholar.google.com/scholar?cites=4842571246268705139&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=4842571246268705139&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Understanding the processes shaping biological communities under multiple disturbances is a core challenge in ecology and conservation science. Traditionally, ecologists have explored linkages between the severity and type of disturbance and the taxonomic  ...","Sébastien Boisvert","2014","none"
