"","scholar","author","year","keywd"
"1","title|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt","authors","year","keywd"
"12","Genetic Structure and Selection in Subdivided Populations (MPB-40)|http://books.google.com/books?hl=en&lr=&id=iA2qBAAAQBAJ&oi=fnd&pg=PP1&dq=+-calcul+Fran%C3%A7ois&ots=pb-2IxuHxq&sig=acvv2MW3wAlfEXY3ar0TIopdbmE|2013|417|10|11668136282727647976|None|http://scholar.google.com/scholar?cites=11668136282727647976&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=11668136282727647976&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Various approaches have been developed to evaluate the consequences of spatial structure on evolution in subdivided populations. This book is both a review and new synthesis of several of these approaches, based on the theory of spatial genetic structure. François  ...","François Gélineau","2014","none"
"13","The big problem of small change|http://books.google.com/books?hl=en&lr=&id=lFsXAwAAQBAJ&oi=fnd&pg=PP1&dq=+-calcul+Fran%C3%A7ois&ots=uCFn5zhG00&sig=Refz23rBXQ7hTeAb-iYiBWtlLTA|2014|239|17|17866803763893906202|None|http://scholar.google.com/scholar?cites=17866803763893906202&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=17866803763893906202&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|The Big Problem of Small Change offers the first credible and analytically sound explanation of how a problem that dogged monetary authorities for hundreds of years was finally solved. Two leading economists, Thomas Sargent and François Velde, examine the evolution of  ...","François Gélineau","2014","none"
"14","Efficacy and safety of bevacizumab-based combination regimens in patients with previously untreated metastatic colorectal cancer: final results from a  …|http://www.sciencedirect.com/science/article/pii/S0959804912009811|2013|29|7|7043381174979972501|None|http://scholar.google.com/scholar?cites=7043381174979972501&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=7043381174979972501&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|BACKGROUND: The combination of bevacizumab and bolus 5-fluorouracil, leucovorin and irinotecan is highly effective in patients with metastatic colorectal cancer (mCRC). This randomised, multicenter, non-comparative phase II trial assessed the efficacy and safety  ...","François Gélineau","2014","none"
"15","An official American Thoracic Society/European Respiratory Society statement: key concepts and advances in pulmonary rehabilitation|http://www.atsjournals.org/doi/abs/10.1164/rccm.201309-1634ST|2013|315|34|18384630933103997391|None|http://scholar.google.com/scholar?cites=18384630933103997391&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=18384630933103997391&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Background: Pulmonary rehabilitation is recognized as a core component of the management of individuals with chronic respiratory disease. Since the 2006 American Thoracic Society (ATS)/European Respiratory Society (ERS) Statement on Pulmonary  ...","François Gélineau","2014","none"
"16","Semantical interprocedural parallelization: An overview of the PIPS project|http://dl.acm.org/citation.cfm?id=2667163|2014|234|7|12544261229288241824|None|http://scholar.google.com/scholar?cites=12544261229288241824&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=12544261229288241824&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract PIPS is an experhnental FORTRAN source-to-source parallelizer that combines the goal of exploring interprocedural and semantical analysis with a requirement for compilation speed. We present in this paper the main features of PIPS, ie, demand-driven architecture,  ...","François Gélineau","2014","none"
"17","Chemotherapy-triggered cathepsin B release in myeloid-derived suppressor cells activates the Nlrp3 inflammasome and promotes tumor growth|http://www.nature.com/articles/nm.2999|2013|169|11|5275874067075628277|None|http://scholar.google.com/scholar?cites=5275874067075628277&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=5275874067075628277&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Chemotherapeutic agents are widely used for cancer treatment. In addition to their direct cytotoxic effects, these agents harness the host's immune system, which contributes to their antitumor activity. Here we show that two clinically used chemotherapeutic agents,  ...","François Gélineau","2014","none"
"18","The false positive rate of Kepler and the occurrence of planets|http://iopscience.iop.org/0004-637X/766/2/81|2013|304|8|11869218936885197140|None|http://scholar.google.com/scholar?cites=11869218936885197140&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=11869218936885197140&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|ABSTRACT The Kepler mission is uniquely suited to study the frequencies of extrasolar planets. This goal requires knowledge of the incidence of false positives such as eclipsing binaries in the background of the targets, or physically bound to them, which can mimic  ...","François Gélineau","2014","none"
"19","Large-scale genotyping identifies 41 new loci associated with breast cancer risk|http://www.nature.com/ng/journal/v45/n4/abs/ng.2563.html|2013|303|23|9127462651343360489|None|http://scholar.google.com/scholar?cites=9127462651343360489&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=9127462651343360489&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Breast cancer is the most common cancer among women. Common variants at 27 loci have been identified as associated with susceptibility to breast cancer, and these account for~ 9% of the familial risk of the disease. We report here a meta-analysis of 9 genome-wide  ...","François Gélineau","2014","none"
"20","Proton structure from the measurement of 2S-2P transition frequencies of muonic hydrogen|http://www.sciencemag.org/content/339/6118/417.short|2013|225|12|5304799346276139407|None|http://scholar.google.com/scholar?cites=5304799346276139407&as_sdt=2005&sciodt=1,5&hl=en|http://scholar.google.com/scholar?cluster=5304799346276139407&hl=en&as_sdt=1,5&as_ylo=2013&as_vis=1|None|Abstract Accurate knowledge of the charge and Zemach radii of the proton is essential, not only for understanding its structure but also as input for tests of bound-state quantum electrodynamics and its predictions for the energy levels of hydrogen. These radii may be  ...","François Gélineau","2014","none"
"21","The Special Status of Coronals: Internal and External Evidence: Phonetics and Phonology|http://books.google.com/books?hl=en&lr=&id=FC20BQAAQBAJ&oi=fnd&pg=PP1&dq=+-calcul+Fran%C3%A7ois&ots=X0GUx27BDS&sig=hKVxSUgLD3AADUfnOD_s6cGp410|2014|326|0|7105939211089764713|None|http://scholar.google.com/scholar?cites=7105939211089764713&as_sdt=2005&sciodt=1,5&hl=en|None|None|Phonetics and Phonology, Volume 2: The Special Status of Coronals: Internal and External Evidence contains a phonetic survey of coronal articulations and discusses many aspects of the phonological behavior of coronals as opposed to noncoronals. This book discusses  ...","François Gélineau","2014","none"
